Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
268		0.1667		0.3088		0.0000		0.6171		0.00043836
269		0.1712		0.3104		0.0000		0.6185		0.00043745
270		0.1588		0.2815		0.0000		0.6458		0.00043653
271		0.1833		0.3072		0.0000		0.6058		0.00043562
272		0.1595		0.3230		0.0000		0.6431		0.00043471
273		0.1532		0.3101		0.0000		0.6324		0.00043379
274		0.1587		0.3511		0.0000		0.5847		0.00043288
275		0.1924		0.3283		0.0000		0.5966		0.00043196
276		0.1724		0.2894		0.0000		0.6388		0.00043105
277		0.1515		0.3065		0.0000		0.6379		0.00043013
278		0.1505		0.3309		0.0000		0.6282		0.00042922
279		0.1838		0.3058		0.0000		0.6302		0.00042830
280		0.1591		0.3044		0.0000		0.6293		0.00042739
281		0.1600		0.3281		0.0000		0.6259		0.00042647
282		0.1591		0.3227		0.0000		0.6089		0.00042555
283		0.1617		0.3323		0.0000		0.6119		0.00042464
284		0.1921		0.2994		0.0000		0.6345		0.00042372
285		0.1548		0.2947		0.0000		0.6473		0.00042281
286		0.1496		0.3130		0.0000		0.6568		0.00042189
287		0.1646		0.2982		0.0000		0.6311		0.00042097
288		0.1719		0.3008		0.0000		0.6341		0.00042005
289		0.1534		0.3167		0.0000		0.6443		0.00041914
290		0.1982		0.3403		0.0000		0.5962		0.00041822
291		0.1689		0.3502		0.0000		0.5927		0.00041730
292		0.1590		0.2901		0.0000		0.6442		0.00041638
293		0.1475		0.3284		0.0000		0.6398		0.00041546
294		0.1622		0.3489		0.0000		0.5903		0.00041454
295		0.1712		0.2988		0.0000		0.6284		0.00041362
296		0.1582		0.3021		0.0000		0.6474		0.00041271
297		0.1725		0.3377		0.0000		0.5949		0.00041179
298		0.1637		0.2921		0.0000		0.6525		0.00041087
299		0.1464		0.2963		0.0000		0.6511		0.00040995
300		0.1609		0.3518		0.0000		0.6005		0.00040903
301		0.1651		0.3161		0.0000		0.6152		0.00040811
302		0.1746		0.3472		0.0000		0.5750		0.00040718
303		0.1600		0.2933		0.0000		0.6568		0.00040626
304		0.1480		0.2953		0.0000		0.6530		0.00040534
305		0.1509		0.3566		0.0000		0.5740		0.00040442
306		0.1850		0.4642		0.0000		0.5556		0.00040350
307		0.1551		0.3000		0.0000		0.6526		0.00040258
308		0.1480		0.2972		0.0000		0.6304		0.00040166
309		0.1542		0.3116		0.0000		0.6267		0.00040073
310		0.1939		0.3271		0.0000		0.6068		0.00039981
311		0.1645		0.2966		0.0000		0.6417		0.00039889
312		0.1473		0.3103		0.0000		0.6195		0.00039797
313		0.1498		0.3070		0.0000		0.6374		0.00039704
314		0.1569		0.3034		0.0000		0.6279		0.00039612
315		0.1655		0.4244		0.0000		0.5458		0.00039520
316		0.1746		0.3017		0.0000		0.6245		0.00039427
317		0.1517		0.3044		0.0000		0.6349		0.00039335
318		0.1521		0.3079		0.0000		0.6234		0.00039242
319		0.1560		0.4318		0.0000		0.5427		0.00039150
320		0.1761		0.3385		0.0000		0.5879		0.00039057
321		0.1619		0.2973		0.0000		0.6441		0.00038965
322		0.1481		0.3012		0.0000		0.6337		0.00038872
323		0.1531		0.3110		0.0000		0.6238		0.00038780
324		0.1595		0.3085		0.0000		0.6158		0.00038687
325		0.1822		0.3157		0.0000		0.5988		0.00038594
326		0.1562		0.3060		0.0000		0.6407		0.00038502
327		0.1497		0.3095		0.0000		0.6107		0.00038409
328		0.1463		0.2934		0.0000		0.6565		0.00038316
329		0.1468		0.3275		0.0000		0.6276		0.00038224
330		0.1575		0.2976		0.0000		0.6509		0.00038131
331		0.1688		0.3458		0.0000		0.5823		0.00038038
332		0.1594		0.2870		0.0000		0.6437		0.00037945
333		0.1453		0.3086		0.0000		0.6416		0.00037853
334		0.1548		0.4423		0.0000		0.5462		0.00037760
335		0.1821		0.2932		0.0000		0.6538		0.00037667
336		0.1470		0.2969		0.0000		0.6565		0.00037574
337		0.1494		0.3111		0.0000		0.6419		0.00037481
338		0.1413		0.3167		0.0000		0.6269		0.00037388
339		0.1615		0.3693		0.0000		0.5978		0.00037295
340		0.1613		0.3074		0.0000		0.6295		0.00037202
341		0.1536		0.3034		0.0000		0.6533		0.00037109
342		0.1418		0.2977		0.0000		0.6537		0.00037016
343		0.1697		0.3279		0.0000		0.6125		0.00036923
344		0.1644		0.2946		0.0000		0.6398		0.00036830
345		0.1488		0.2947		0.0000		0.6509		0.00036737
346		0.1404		0.3094		0.0000		0.6483		0.00036644
347		0.1524		0.3415		0.0000		0.6022		0.00036551
348		0.1686		0.3250		0.0000		0.5854		0.00036457
